url,source_file,category,pub_date,body_words,noindex_status,canonical_url,sitemap_status,http_status,has_video_embed,has_video_object,has_news_article,has_breadcrumb_list,technical_class,gsc_indexing_status
"https://thesamachardaily.in/articles/business/bapudham-mahotsav-2026-cm-samrat-chaudhary-and-union-minister-gajendra-singh-shekhawa/","src/articles/business/bapudham-mahotsav-2026-cm-samrat-chaudhary-and-union-minister-gajendra-singh-shekhawa.md","Business","2026-08-31T00:57:18Z",204,"INDEX","https://thesamachardaily.in/articles/business/bapudham-mahotsav-2026-cm-samrat-chaudhary-and-union-minister-gajendra-singh-shekhawa/","IN_SITEMAP","200 OK","NO","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/bengalurus-paid-parking-plan-20-roads-set-for-rollout-3-crore-annual-revenue-expected/","src/articles/business/bengalurus-paid-parking-plan-20-roads-set-for-rollout-3-crore-annual-revenue-expected.md","Business","2026-08-30T14:43:41Z",146,"INDEX","https://thesamachardaily.in/articles/business/bengalurus-paid-parking-plan-20-roads-set-for-rollout-3-crore-annual-revenue-expected/","IN_SITEMAP","200 OK","YES","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/bitcoin-steadies-near-79000-as-us-inflation-data-looms-ratecut-hopes-on-edge/","src/articles/business/bitcoin-steadies-near-79000-as-us-inflation-data-looms-ratecut-hopes-on-edge.md","Business","2026-09-05T20:44:39Z",354,"INDEX","https://thesamachardaily.in/articles/business/bitcoin-steadies-near-79000-as-us-inflation-data-looms-ratecut-hopes-on-edge/","IN_SITEMAP","200 OK","YES","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/bobs-famous-donuts-closes-factory-doors/","src/articles/business/bobs-famous-donuts-closes-factory-doors.md","Business","2026-08-30T00:41:53Z",98,"NOINDEX","https://thesamachardaily.in/articles/business/bobs-famous-donuts-closes-factory-doors/","OMITTED","200 OK","YES","NO","YES","YES","CLASS B — INTENTIONALLY NOINDEX","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/bond-vigilantes-return-who-will-hold-the-line-on-sovereign-debt-discipline/","src/articles/business/bond-vigilantes-return-who-will-hold-the-line-on-sovereign-debt-discipline.md","Business","2026-09-02T16:44:57Z",382,"INDEX","https://thesamachardaily.in/articles/business/bond-vigilantes-return-who-will-hold-the-line-on-sovereign-debt-discipline/","IN_SITEMAP","200 OK","YES","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/boomers-flock-to-five-high-yield-dividend-stocks-claim-no-yield-traps/","src/articles/business/boomers-flock-to-five-high-yield-dividend-stocks-claim-no-yield-traps.md","Business","2026-09-18T00:40:37Z",78,"INDEX","https://thesamachardaily.in/articles/business/boomers-flock-to-five-high-yield-dividend-stocks-claim-no-yield-traps/","IN_SITEMAP","200 OK","YES","YES","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/bradenton-comfortfood-eatery-raises-prices-as-rising-costs-shrink-customer-base/","src/articles/business/bradenton-comfortfood-eatery-raises-prices-as-rising-costs-shrink-customer-base.md","Business","2026-09-11T08:56:04Z",175,"INDEX","https://thesamachardaily.in/articles/business/bradenton-comfortfood-eatery-raises-prices-as-rising-costs-shrink-customer-base/","IN_SITEMAP","200 OK","NO","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/butterhands-adds-second-gurugram-outlet-with-new-caf-at-dlf-summit-plaza/","src/articles/business/butterhands-adds-second-gurugram-outlet-with-new-caf-at-dlf-summit-plaza.md","Business","2026-09-15T00:40:37Z",85,"INDEX","https://thesamachardaily.in/articles/business/butterhands-adds-second-gurugram-outlet-with-new-caf-at-dlf-summit-plaza/","IN_SITEMAP","200 OK","NO","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/can-volkswagen-sidestep-board-opposition-to-push-through-its-overhaul/","src/articles/business/can-volkswagen-sidestep-board-opposition-to-push-through-its-overhaul.md","Business","2026-08-28T23:48:42Z",187,"INDEX","https://thesamachardaily.in/articles/business/can-volkswagen-sidestep-board-opposition-to-push-through-its-overhaul/","IN_SITEMAP","200 OK","YES","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/canada-infrastructure-bank-finalises-20-million-loan-for-inuit-led-nunavut-wind-power/","src/articles/business/canada-infrastructure-bank-finalises-20-million-loan-for-inuit-led-nunavut-wind-power.md","Business","2026-09-10T00:33:23Z",245,"INDEX","https://thesamachardaily.in/articles/business/canada-infrastructure-bank-finalises-20-million-loan-for-inuit-led-nunavut-wind-power/","IN_SITEMAP","200 OK","NO","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/canadian-firms-branch-into-defense-production-as-us-relations-fray/","src/articles/business/canadian-firms-branch-into-defense-production-as-us-relations-fray.md","Business","2026-08-30T18:57:21Z",279,"INDEX","https://thesamachardaily.in/articles/business/canadian-firms-branch-into-defense-production-as-us-relations-fray/","IN_SITEMAP","200 OK","YES","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/carson-city-legal-case-64621-remains-behind-paywall/","src/articles/business/carson-city-legal-case-64621-remains-behind-paywall.md","Business","N/A",0,"INDEX","https://thesamachardaily.in/articles/business/carson-city-legal-case-64621-remains-behind-paywall/","OMITTED","200 OK","NO","NO","YES","NO","CLASS D — INDEXABLE NOT IN SITEMAP","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/cbic-to-push-msmes-into-emi-scheme-as-enrolments-stay-under-1000/","src/articles/business/cbic-to-push-msmes-into-emi-scheme-as-enrolments-stay-under-1000.md","Business","2026-09-16T18:40:34Z",107,"INDEX","https://thesamachardaily.in/articles/business/cbic-to-push-msmes-into-emi-scheme-as-enrolments-stay-under-1000/","IN_SITEMAP","200 OK","NO","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/cc-group-to-acquire-asahi-uk-wholesale-arm-boosting-matthew-clark-bibendum-reach/","src/articles/business/cc-group-to-acquire-asahi-uk-wholesale-arm-boosting-matthew-clark-bibendum-reach.md","Business","2026-09-12T04:55:56Z",67,"NOINDEX","https://thesamachardaily.in/articles/business/cc-group-to-acquire-asahi-uk-wholesale-arm-boosting-matthew-clark-bibendum-reach/","OMITTED","200 OK","NO","NO","YES","YES","CLASS B — INTENTIONALLY NOINDEX","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/chatham-county-weighs-new-parking-plan-requirement-for-shortterm-rentals/","src/articles/business/chatham-county-weighs-new-parking-plan-requirement-for-shortterm-rentals.md","Business","2026-09-12T10:55:56Z",88,"INDEX","https://thesamachardaily.in/articles/business/chatham-county-weighs-new-parking-plan-requirement-for-shortterm-rentals/","IN_SITEMAP","200 OK","NO","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/chemical-supply-chains-face-disruptions-pricing-pressure-and-push-for-localization/","src/articles/business/chemical-supply-chains-face-disruptions-pricing-pressure-and-push-for-localization.md","Business","2026-09-04T14:44:42Z",310,"INDEX","https://thesamachardaily.in/articles/business/chemical-supply-chains-face-disruptions-pricing-pressure-and-push-for-localization/","IN_SITEMAP","200 OK","YES","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/chips-ahoy-mystery-cookies-flagged-as-product-to-watch-by-sn-editors/","src/articles/business/chips-ahoy-mystery-cookies-flagged-as-product-to-watch-by-sn-editors.md","Business","2026-09-04T06:45:27Z",304,"INDEX","https://thesamachardaily.in/articles/business/chips-ahoy-mystery-cookies-flagged-as-product-to-watch-by-sn-editors/","IN_SITEMAP","200 OK","YES","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/cipla-pharma-license-cancellation-fda-withdraws-order-after-hc-raps-it-for-going-over/","src/articles/business/cipla-pharma-license-cancellation-fda-withdraws-order-after-hc-raps-it-for-going-over.md","Business","2026-08-29T20:41:55Z",121,"INDEX","https://thesamachardaily.in/articles/business/cipla-pharma-license-cancellation-fda-withdraws-order-after-hc-raps-it-for-going-over/","IN_SITEMAP","200 OK","YES","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/city-holds-public-meetings-on-huntington-fremont-corridor/","src/articles/business/city-holds-public-meetings-on-huntington-fremont-corridor.md","Business","2026-08-29T10:19:11Z",166,"INDEX","https://thesamachardaily.in/articles/business/city-holds-public-meetings-on-huntington-fremont-corridor/","IN_SITEMAP","200 OK","NO","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/comso-demands-transparent-st-representation-in-mrb-officer-recruitment/","src/articles/business/comso-demands-transparent-st-representation-in-mrb-officer-recruitment.md","Business","2026-09-12T06:56:07Z",84,"INDEX","https://thesamachardaily.in/articles/business/comso-demands-transparent-st-representation-in-mrb-officer-recruitment/","IN_SITEMAP","200 OK","YES","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/couldnt-believe-it-instamart-customer-gets-1-kg-onions-for-rs-1/","src/articles/business/couldnt-believe-it-instamart-customer-gets-1-kg-onions-for-rs-1.md","Business","2026-08-28T22:59:54Z",232,"INDEX","https://thesamachardaily.in/articles/business/couldnt-believe-it-instamart-customer-gets-1-kg-onions-for-rs-1/","IN_SITEMAP","200 OK","YES","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/cpsc-orders-recall-of-hundreds-of-thousands-of-amazon-fingerlight-toys-over-battery-s/","src/articles/business/cpsc-orders-recall-of-hundreds-of-thousands-of-amazon-fingerlight-toys-over-battery-s.md","Business","2026-09-13T08:55:56Z",47,"INDEX","https://thesamachardaily.in/articles/business/cpsc-orders-recall-of-hundreds-of-thousands-of-amazon-fingerlight-toys-over-battery-s/","IN_SITEMAP","200 OK","NO","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/crowdstrike-crwd-stock-surges-past-80-year-to-date-amid-bullish-outlook/","src/articles/business/crowdstrike-crwd-stock-surges-past-80-year-to-date-amid-bullish-outlook.md","Business","2026-09-06T02:46:22Z",343,"INDEX","https://thesamachardaily.in/articles/business/crowdstrike-crwd-stock-surges-past-80-year-to-date-amid-bullish-outlook/","IN_SITEMAP","200 OK","YES","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/crude-oil-futures-surge-to-40-day-highs-as-middle-east-risk-escalates/","src/articles/business/crude-oil-futures-surge-to-40-day-highs-as-middle-east-risk-escalates.md","Business","2026-09-02T22:44:54Z",230,"INDEX","https://thesamachardaily.in/articles/business/crude-oil-futures-surge-to-40-day-highs-as-middle-east-risk-escalates/","IN_SITEMAP","200 OK","YES","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/crude-oil-us-tariffs-on-russian-oil-and-west-asia-tensions-set-to-steer-indian-equiti/","src/articles/business/crude-oil-us-tariffs-on-russian-oil-and-west-asia-tensions-set-to-steer-indian-equiti.md","Business","2026-09-20T18:40:35Z",92,"INDEX","https://thesamachardaily.in/articles/business/crude-oil-us-tariffs-on-russian-oil-and-west-asia-tensions-set-to-steer-indian-equiti/","IN_SITEMAP","200 OK","YES","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/dare-biosciences-hc-wainwright-conference-presentation-now-ondemand/","src/articles/business/dare-biosciences-hc-wainwright-conference-presentation-now-ondemand.md","Business","2026-09-11T22:56:06Z",83,"INDEX","https://thesamachardaily.in/articles/business/dare-biosciences-hc-wainwright-conference-presentation-now-ondemand/","IN_SITEMAP","200 OK","NO","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/dave-ramsey-cautions-us-buyers-delaying-home-purchase-may-backfire/","src/articles/business/dave-ramsey-cautions-us-buyers-delaying-home-purchase-may-backfire.md","Business","2026-09-10T12:33:21Z",276,"INDEX","https://thesamachardaily.in/articles/business/dave-ramsey-cautions-us-buyers-delaying-home-purchase-may-backfire/","IN_SITEMAP","200 OK","YES","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/david-baileys-bitcoin-bet-collapses-99-triggers-reverse-split-amid-stock-turmoil/","src/articles/business/david-baileys-bitcoin-bet-collapses-99-triggers-reverse-split-amid-stock-turmoil.md","Business","2026-09-03T12:46:45Z",300,"INDEX","https://thesamachardaily.in/articles/business/david-baileys-bitcoin-bet-collapses-99-triggers-reverse-split-amid-stock-turmoil/","IN_SITEMAP","200 OK","YES","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/delaware-is-quietly-stealing-floridas-retirees-and-the-tax-math-explains-why/","src/articles/business/delaware-is-quietly-stealing-floridas-retirees-and-the-tax-math-explains-why.md","Business","2026-08-31T10:57:07Z",147,"INDEX","https://thesamachardaily.in/articles/business/delaware-is-quietly-stealing-floridas-retirees-and-the-tax-math-explains-why/","IN_SITEMAP","200 OK","YES","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/dolby-vision-tv-revenue-projected-at-27b-in-2025-over-67b-by-2032/","src/articles/business/dolby-vision-tv-revenue-projected-at-27b-in-2025-over-67b-by-2032.md","Business","2026-09-20T10:40:34Z",81,"INDEX","https://thesamachardaily.in/articles/business/dolby-vision-tv-revenue-projected-at-27b-in-2025-over-67b-by-2032/","IN_SITEMAP","200 OK","NO","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/dominos-takes-on-big-mac-and-whopper-in-darkly-comedic-campaign-push/","src/articles/business/dominos-takes-on-big-mac-and-whopper-in-darkly-comedic-campaign-push.md","Business","2026-09-01T01:17:10Z",231,"INDEX","https://thesamachardaily.in/articles/business/dominos-takes-on-big-mac-and-whopper-in-darkly-comedic-campaign-push/","IN_SITEMAP","200 OK","NO","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/dow-jones-futures-point-to-near-51700-as-wall-street-opens-monday/","src/articles/business/dow-jones-futures-point-to-near-51700-as-wall-street-opens-monday.md","Business","2026-09-20T22:40:34Z",60,"INDEX","https://thesamachardaily.in/articles/business/dow-jones-futures-point-to-near-51700-as-wall-street-opens-monday/","IN_SITEMAP","200 OK","YES","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/dra-snaps-up-10acre-chennai-plot-for-rs-159-cr-eyes-rs-1200-cr-housing-venture/","src/articles/business/dra-snaps-up-10acre-chennai-plot-for-rs-159-cr-eyes-rs-1200-cr-housing-venture.md","Business","2026-09-16T22:40:33Z",79,"INDEX","https://thesamachardaily.in/articles/business/dra-snaps-up-10acre-chennai-plot-for-rs-159-cr-eyes-rs-1200-cr-housing-venture/","IN_SITEMAP","200 OK","NO","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/ebony-merkerson-turns-4millionstrong-digital-fanbase-into-live-entertainment-hosting/","src/articles/business/ebony-merkerson-turns-4millionstrong-digital-fanbase-into-live-entertainment-hosting.md","Business","2026-09-02T12:44:40Z",316,"INDEX","https://thesamachardaily.in/articles/business/ebony-merkerson-turns-4millionstrong-digital-fanbase-into-live-entertainment-hosting/","IN_SITEMAP","200 OK","YES","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/ecb-calls-on-online-and-mobile-merchants-to-join-digital-euro-pilot/","src/articles/business/ecb-calls-on-online-and-mobile-merchants-to-join-digital-euro-pilot.md","Business","2026-09-16T08:40:36Z",66,"INDEX","https://thesamachardaily.in/articles/business/ecb-calls-on-online-and-mobile-merchants-to-join-digital-euro-pilot/","IN_SITEMAP","200 OK","NO","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/ecosynthetix-shares-slip-12-to-160-as-volume-plunges-77/","src/articles/business/ecosynthetix-shares-slip-12-to-160-as-volume-plunges-77.md","Business","2026-09-05T16:44:42Z",265,"INDEX","https://thesamachardaily.in/articles/business/ecosynthetix-shares-slip-12-to-160-as-volume-plunges-77/","IN_SITEMAP","200 OK","YES","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/edgar-e-easterly-iii-longtime-nicholasville-resident-dies-at-95/","src/articles/business/edgar-e-easterly-iii-longtime-nicholasville-resident-dies-at-95.md","Business","2026-09-05T00:45:09Z",357,"INDEX","https://thesamachardaily.in/articles/business/edgar-e-easterly-iii-longtime-nicholasville-resident-dies-at-95/","IN_SITEMAP","200 OK","NO","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/edreams-odigeo-beats-forecasts-hits-81-million-subscribers-in-peak-investment-year/","src/articles/business/edreams-odigeo-beats-forecasts-hits-81-million-subscribers-in-peak-investment-year.md","Business","2026-09-01T20:44:39Z",354,"INDEX","https://thesamachardaily.in/articles/business/edreams-odigeo-beats-forecasts-hits-81-million-subscribers-in-peak-investment-year/","IN_SITEMAP","200 OK","YES","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/elringklinger-shares-slip-26-on-monday-midday-trade-as-volume-rises-to-3192/","src/articles/business/elringklinger-shares-slip-26-on-monday-midday-trade-as-volume-rises-to-3192.md","Business","2026-09-01T16:44:47Z",289,"INDEX","https://thesamachardaily.in/articles/business/elringklinger-shares-slip-26-on-monday-midday-trade-as-volume-rises-to-3192/","IN_SITEMAP","200 OK","NO","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/epfo-revises-partial-withdrawal-rules-expanding-limits-for-education-marriage-illness/","src/articles/business/epfo-revises-partial-withdrawal-rules-expanding-limits-for-education-marriage-illness.md","Business","2026-09-10T18:33:16Z",174,"INDEX","https://thesamachardaily.in/articles/business/epfo-revises-partial-withdrawal-rules-expanding-limits-for-education-marriage-illness/","IN_SITEMAP","200 OK","YES","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/esds-software-solutions-ipo-to-list-on-sept-4-gmp-indicates-569-upside/","src/articles/business/esds-software-solutions-ipo-to-list-on-sept-4-gmp-indicates-569-upside.md","Business","2026-09-04T16:44:44Z",274,"INDEX","https://thesamachardaily.in/articles/business/esds-software-solutions-ipo-to-list-on-sept-4-gmp-indicates-569-upside/","IN_SITEMAP","200 OK","YES","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/experts-press-fda-for-clear-safety-and-access-rules-on-psychedelic-drugs/","src/articles/business/experts-press-fda-for-clear-safety-and-access-rules-on-psychedelic-drugs.md","Business","2026-09-15T10:40:41Z",81,"INDEX","https://thesamachardaily.in/articles/business/experts-press-fda-for-clear-safety-and-access-rules-on-psychedelic-drugs/","IN_SITEMAP","200 OK","YES","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/explainer-can-volkswagen-sidestep-board-opposition-to-push-through-its-overhaul/","src/articles/business/explainer-can-volkswagen-sidestep-board-opposition-to-push-through-its-overhaul.md","Business","2026-08-28T23:45:05Z",272,"INDEX","https://thesamachardaily.in/articles/business/explainer-can-volkswagen-sidestep-board-opposition-to-push-through-its-overhaul/","IN_SITEMAP","200 OK","YES","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/fed-hikes-rates-for-first-time-in-three-years-as-gasprice-surge-fuels-inflation/","src/articles/business/fed-hikes-rates-for-first-time-in-three-years-as-gasprice-surge-fuels-inflation.md","Business","2026-09-19T02:40:39Z",217,"INDEX","https://thesamachardaily.in/articles/business/fed-hikes-rates-for-first-time-in-three-years-as-gasprice-surge-fuels-inflation/","IN_SITEMAP","200 OK","YES","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
"https://thesamachardaily.in/articles/business/fed-rate-hike-bets-creep-higher-as-inflation-data-looms-over-wall-street/","src/articles/business/fed-rate-hike-bets-creep-higher-as-inflation-data-looms-over-wall-street.md","Business","2026-09-05T06:44:54Z",254,"INDEX","https://thesamachardaily.in/articles/business/fed-rate-hike-bets-creep-higher-as-inflation-data-looms-over-wall-street/","IN_SITEMAP","200 OK","YES","NO","YES","YES","CLASS A — INDEXABLE","CLASS F — UNKNOWN GOOGLE STATUS"
