url,type,status_code,robots_meta,in_sitemap,canonical_url,canonical_status,has_video,word_count_est,forensic_classification,gsc_evidence_required
"https://thesamachardaily.in/articles/business/bank-of-canada-holds-policy-rate-as-inflation-risks-prompt-possible-multiple-hikes/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/bank-of-canada-holds-policy-rate-as-inflation-risks-prompt-possible-multiple-hikes/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/bank-strike-hits-assam-demands-fiveday-week-pension-overhaul-pli-repeal/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/bank-strike-hits-assam-demands-fiveday-week-pension-overhaul-pli-repeal/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/bapudham-mahotsav-2026-cm-samrat-chaudhary-and-union-minister-gajendra-singh-shekhawa/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/bapudham-mahotsav-2026-cm-samrat-chaudhary-and-union-minister-gajendra-singh-shekhawa/","SELF_CANONICAL","NO",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/bengalurus-paid-parking-plan-20-roads-set-for-rollout-3-crore-annual-revenue-expected/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/bengalurus-paid-parking-plan-20-roads-set-for-rollout-3-crore-annual-revenue-expected/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/bitcoin-steadies-near-79000-as-us-inflation-data-looms-ratecut-hopes-on-edge/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/bitcoin-steadies-near-79000-as-us-inflation-data-looms-ratecut-hopes-on-edge/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/bobs-famous-donuts-closes-factory-doors/","article",200,"noindex,follow","NO","https://thesamachardaily.in/articles/business/bobs-famous-donuts-closes-factory-doors/","SELF_CANONICAL","YES",0,"EXCLUDED_BY_NOINDEX_LOCAL","NO"
"https://thesamachardaily.in/articles/business/bond-vigilantes-return-who-will-hold-the-line-on-sovereign-debt-discipline/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/bond-vigilantes-return-who-will-hold-the-line-on-sovereign-debt-discipline/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/boomers-flock-to-five-high-yield-dividend-stocks-claim-no-yield-traps/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/boomers-flock-to-five-high-yield-dividend-stocks-claim-no-yield-traps/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/bradenton-comfortfood-eatery-raises-prices-as-rising-costs-shrink-customer-base/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/bradenton-comfortfood-eatery-raises-prices-as-rising-costs-shrink-customer-base/","SELF_CANONICAL","NO",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/butterhands-adds-second-gurugram-outlet-with-new-caf-at-dlf-summit-plaza/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/butterhands-adds-second-gurugram-outlet-with-new-caf-at-dlf-summit-plaza/","SELF_CANONICAL","NO",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/can-volkswagen-sidestep-board-opposition-to-push-through-its-overhaul/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/can-volkswagen-sidestep-board-opposition-to-push-through-its-overhaul/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/canada-infrastructure-bank-finalises-20-million-loan-for-inuit-led-nunavut-wind-power/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/canada-infrastructure-bank-finalises-20-million-loan-for-inuit-led-nunavut-wind-power/","SELF_CANONICAL","NO",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/canadian-firms-branch-into-defense-production-as-us-relations-fray/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/canadian-firms-branch-into-defense-production-as-us-relations-fray/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/carson-city-legal-case-64621-remains-behind-paywall/","article",200,"index,follow","NO","https://thesamachardaily.in/articles/business/carson-city-legal-case-64621-remains-behind-paywall/","SELF_CANONICAL","NO",0,"ORPHAN_OR_QUARANTINED","YES"
"https://thesamachardaily.in/articles/business/cbic-to-push-msmes-into-emi-scheme-as-enrolments-stay-under-1000/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/cbic-to-push-msmes-into-emi-scheme-as-enrolments-stay-under-1000/","SELF_CANONICAL","NO",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/cc-group-to-acquire-asahi-uk-wholesale-arm-boosting-matthew-clark-bibendum-reach/","article",200,"noindex,follow","NO","https://thesamachardaily.in/articles/business/cc-group-to-acquire-asahi-uk-wholesale-arm-boosting-matthew-clark-bibendum-reach/","SELF_CANONICAL","NO",0,"EXCLUDED_BY_NOINDEX_LOCAL","NO"
"https://thesamachardaily.in/articles/business/chatham-county-weighs-new-parking-plan-requirement-for-shortterm-rentals/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/chatham-county-weighs-new-parking-plan-requirement-for-shortterm-rentals/","SELF_CANONICAL","NO",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/chemical-supply-chains-face-disruptions-pricing-pressure-and-push-for-localization/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/chemical-supply-chains-face-disruptions-pricing-pressure-and-push-for-localization/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/chips-ahoy-mystery-cookies-flagged-as-product-to-watch-by-sn-editors/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/chips-ahoy-mystery-cookies-flagged-as-product-to-watch-by-sn-editors/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/cipla-pharma-license-cancellation-fda-withdraws-order-after-hc-raps-it-for-going-over/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/cipla-pharma-license-cancellation-fda-withdraws-order-after-hc-raps-it-for-going-over/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/city-holds-public-meetings-on-huntington-fremont-corridor/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/city-holds-public-meetings-on-huntington-fremont-corridor/","SELF_CANONICAL","NO",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/comso-demands-transparent-st-representation-in-mrb-officer-recruitment/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/comso-demands-transparent-st-representation-in-mrb-officer-recruitment/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/couldnt-believe-it-instamart-customer-gets-1-kg-onions-for-rs-1/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/couldnt-believe-it-instamart-customer-gets-1-kg-onions-for-rs-1/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/cpsc-orders-recall-of-hundreds-of-thousands-of-amazon-fingerlight-toys-over-battery-s/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/cpsc-orders-recall-of-hundreds-of-thousands-of-amazon-fingerlight-toys-over-battery-s/","SELF_CANONICAL","NO",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/crowdstrike-crwd-stock-surges-past-80-year-to-date-amid-bullish-outlook/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/crowdstrike-crwd-stock-surges-past-80-year-to-date-amid-bullish-outlook/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/crude-oil-futures-surge-to-40-day-highs-as-middle-east-risk-escalates/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/crude-oil-futures-surge-to-40-day-highs-as-middle-east-risk-escalates/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/crude-oil-us-tariffs-on-russian-oil-and-west-asia-tensions-set-to-steer-indian-equiti/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/crude-oil-us-tariffs-on-russian-oil-and-west-asia-tensions-set-to-steer-indian-equiti/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/dare-biosciences-hc-wainwright-conference-presentation-now-ondemand/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/dare-biosciences-hc-wainwright-conference-presentation-now-ondemand/","SELF_CANONICAL","NO",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/dave-ramsey-cautions-us-buyers-delaying-home-purchase-may-backfire/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/dave-ramsey-cautions-us-buyers-delaying-home-purchase-may-backfire/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/david-baileys-bitcoin-bet-collapses-99-triggers-reverse-split-amid-stock-turmoil/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/david-baileys-bitcoin-bet-collapses-99-triggers-reverse-split-amid-stock-turmoil/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/delaware-is-quietly-stealing-floridas-retirees-and-the-tax-math-explains-why/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/delaware-is-quietly-stealing-floridas-retirees-and-the-tax-math-explains-why/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/dolby-vision-tv-revenue-projected-at-27b-in-2025-over-67b-by-2032/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/dolby-vision-tv-revenue-projected-at-27b-in-2025-over-67b-by-2032/","SELF_CANONICAL","NO",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/dominos-takes-on-big-mac-and-whopper-in-darkly-comedic-campaign-push/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/dominos-takes-on-big-mac-and-whopper-in-darkly-comedic-campaign-push/","SELF_CANONICAL","NO",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/dow-jones-futures-point-to-near-51700-as-wall-street-opens-monday/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/dow-jones-futures-point-to-near-51700-as-wall-street-opens-monday/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/dra-snaps-up-10acre-chennai-plot-for-rs-159-cr-eyes-rs-1200-cr-housing-venture/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/dra-snaps-up-10acre-chennai-plot-for-rs-159-cr-eyes-rs-1200-cr-housing-venture/","SELF_CANONICAL","NO",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/ebony-merkerson-turns-4millionstrong-digital-fanbase-into-live-entertainment-hosting/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/ebony-merkerson-turns-4millionstrong-digital-fanbase-into-live-entertainment-hosting/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/ecb-calls-on-online-and-mobile-merchants-to-join-digital-euro-pilot/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/ecb-calls-on-online-and-mobile-merchants-to-join-digital-euro-pilot/","SELF_CANONICAL","NO",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/ecosynthetix-shares-slip-12-to-160-as-volume-plunges-77/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/ecosynthetix-shares-slip-12-to-160-as-volume-plunges-77/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/edgar-e-easterly-iii-longtime-nicholasville-resident-dies-at-95/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/edgar-e-easterly-iii-longtime-nicholasville-resident-dies-at-95/","SELF_CANONICAL","NO",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/edreams-odigeo-beats-forecasts-hits-81-million-subscribers-in-peak-investment-year/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/edreams-odigeo-beats-forecasts-hits-81-million-subscribers-in-peak-investment-year/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/elringklinger-shares-slip-26-on-monday-midday-trade-as-volume-rises-to-3192/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/elringklinger-shares-slip-26-on-monday-midday-trade-as-volume-rises-to-3192/","SELF_CANONICAL","NO",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/epfo-revises-partial-withdrawal-rules-expanding-limits-for-education-marriage-illness/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/epfo-revises-partial-withdrawal-rules-expanding-limits-for-education-marriage-illness/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/esds-software-solutions-ipo-to-list-on-sept-4-gmp-indicates-569-upside/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/esds-software-solutions-ipo-to-list-on-sept-4-gmp-indicates-569-upside/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/experts-press-fda-for-clear-safety-and-access-rules-on-psychedelic-drugs/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/experts-press-fda-for-clear-safety-and-access-rules-on-psychedelic-drugs/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/explainer-can-volkswagen-sidestep-board-opposition-to-push-through-its-overhaul/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/explainer-can-volkswagen-sidestep-board-opposition-to-push-through-its-overhaul/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/fed-hikes-rates-for-first-time-in-three-years-as-gasprice-surge-fuels-inflation/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/fed-hikes-rates-for-first-time-in-three-years-as-gasprice-surge-fuels-inflation/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/fed-rate-hike-bets-creep-higher-as-inflation-data-looms-over-wall-street/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/fed-rate-hike-bets-creep-higher-as-inflation-data-looms-over-wall-street/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/fed-to-announce-fomc-rate-decision-at-2-pm-et-90-odds-of-25bp-hike/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/fed-to-announce-fomc-rate-decision-at-2-pm-et-90-odds-of-25bp-hike/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/first-mining-reports-526-gt-au-over-1955-m-as-drilling-expands-miroir-discovery-at-du/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/first-mining-reports-526-gt-au-over-1955-m-as-drilling-expands-miroir-discovery-at-du/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/food-bank-for-nyc-urges-congress-to-halt-snap-cost-shift-and-fully-fund-emergency-aid/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/food-bank-for-nyc-urges-congress-to-halt-snap-cost-shift-and-fully-fund-emergency-aid/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/fortunex-spac-strikes-deal-with-tech-driven-wt-realty-platform/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/fortunex-spac-strikes-deal-with-tech-driven-wt-realty-platform/","SELF_CANONICAL","NO",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/foster-city-consolidates-lagoon-rules-into-single-waterfront-code-chapter/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/foster-city-consolidates-lagoon-rules-into-single-waterfront-code-chapter/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/foundries-decode-machining-datums-inside-casting-datum-design/","article",200,"noindex,follow","NO","https://thesamachardaily.in/articles/business/foundries-decode-machining-datums-inside-casting-datum-design/","SELF_CANONICAL","NO",0,"EXCLUDED_BY_NOINDEX_LOCAL","NO"
"https://thesamachardaily.in/articles/business/four-essential-steps-before-purchasing-a-certified-preowned-car-says-edmunds/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/four-essential-steps-before-purchasing-a-certified-preowned-car-says-edmunds/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/fox-news-media-parts-ways-with-veteran-business-anchor-maria-bartiromo/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/fox-news-media-parts-ways-with-veteran-business-anchor-maria-bartiromo/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/friendship-dynamics-some-adults-stay-shallow-after-being-the-goto-support/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/friendship-dynamics-some-adults-stay-shallow-after-being-the-goto-support/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/gasoline-set-to-lift-us-consumer-prices-in-august-as-wholesale-inflation-climbs/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/gasoline-set-to-lift-us-consumer-prices-in-august-as-wholesale-inflation-climbs/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/gcrta-stalls-service-cuts-until-2027-election-amid-taxincrease-debate/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/gcrta-stalls-service-cuts-until-2027-election-amid-taxincrease-debate/","SELF_CANONICAL","NO",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/global-public-debt-hits-wwii-high-imf-warns-of-further-rise/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/global-public-debt-hits-wwii-high-imf-warns-of-further-rise/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/glooko-introduces-gestationalcare-to-streamline-diabetes-data-in-highrisk-pregnancies/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/glooko-introduces-gestationalcare-to-streamline-diabetes-data-in-highrisk-pregnancies/","SELF_CANONICAL","NO",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/gold-position-trade-pre-september/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/gold-position-trade-pre-september/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/google-ceo-sundar-pichai-reconnects-with-iit-batchmate-turned-renowned-monk/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/google-ceo-sundar-pichai-reconnects-with-iit-batchmate-turned-renowned-monk/","SELF_CANONICAL","NO",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/gov-abbott-blocks-state-agencies-from-spending-money-on-flock-cameras/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/gov-abbott-blocks-state-agencies-from-spending-money-on-flock-cameras/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/gov-newsoms-failed-fight-to-block-billionaire-tax-tests-presidential-prospects/","article",200,"noindex,follow","NO","https://thesamachardaily.in/articles/business/gov-newsoms-failed-fight-to-block-billionaire-tax-tests-presidential-prospects/","SELF_CANONICAL","YES",0,"EXCLUDED_BY_NOINDEX_LOCAL","NO"
"https://thesamachardaily.in/articles/business/government-eases-defence-export-sop-to-help-local-manufacturers-tap-global-marke/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/government-eases-defence-export-sop-to-help-local-manufacturers-tap-global-marke/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/greek-government-offers-tax-relief-and-wage-hikes-amid-street-protests-over-living-co/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/greek-government-offers-tax-relief-and-wage-hikes-amid-street-protests-over-living-co/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/green-modular-cloud-couch-hits-450-down-100-targeting-renters/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/green-modular-cloud-couch-hits-450-down-100-targeting-renters/","SELF_CANONICAL","NO",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/guru-organic-energy-posts-record-115-million-revenue-beats-prior-quarter/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/guru-organic-energy-posts-record-115-million-revenue-beats-prior-quarter/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/hanuman-ansh-beats-yashs-toxic-at-thursday-box-office-extending-spiritual-drama-lead/","article",200,"noindex,follow","NO","https://thesamachardaily.in/articles/business/hanuman-ansh-beats-yashs-toxic-at-thursday-box-office-extending-spiritual-drama-lead/","SELF_CANONICAL","YES",0,"EXCLUDED_BY_NOINDEX_LOCAL","NO"
"https://thesamachardaily.in/articles/business/hbs-announces-expansion-of-national-services-into-georgia/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/hbs-announces-expansion-of-national-services-into-georgia/","SELF_CANONICAL","NO",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/hfcl-board-approves-820-crore-capex-boost-raising-total-fibre-expansion-spend-to-1800/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/hfcl-board-approves-820-crore-capex-boost-raising-total-fibre-expansion-spend-to-1800/","SELF_CANONICAL","NO",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/hims-hers-class-action-sbs-law-reminds-investors-of-lead-plaintiff-filing/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/hims-hers-class-action-sbs-law-reminds-investors-of-lead-plaintiff-filing/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/house-to-vote-on-bill-forcing-tech-firms-to-cover-datacenter-energy-costs/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/house-to-vote-on-bill-forcing-tech-firms-to-cover-datacenter-energy-costs/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
"https://thesamachardaily.in/articles/business/houston-homes-launches-super-savings-sale-the-sequel-on-sept-3-to-cut-buyer-costs/","article",200,"index,follow","YES","https://thesamachardaily.in/articles/business/houston-homes-launches-super-savings-sale-the-sequel-on-sept-3-to-cut-buyer-costs/","SELF_CANONICAL","YES",0,"THIN_CONTENT_CRAWLED_AT_RISK","YES"
