URL,title,current_word_count,indexed_status,clicks,impressions,CTR,average_position,top_query,query_overlap,current_classification,recommended_next_action,confidence,evidence_source
"https://thesamachardaily.in/articles/business/comso-demands-transparent-st-representation-in-mrb-officer-recruitment/","CoMSO demands transparent ST representation in MRB officer recruitment","84","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","C — INVESTIGATE SEARCH INTENT","MANUAL_EDITORIAL_REVIEW","LOW","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/crude-oil-us-tariffs-on-russian-oil-and-west-asia-tensions-set-to-steer-indian-equiti/","Crude oil, US tariffs on Russian oil and West Asia tensions set to steer Indian equities this week","92","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/dare-biosciences-hc-wainwright-conference-presentation-now-ondemand/","Dare Bioscience’s H.C. Wainwright Conference Presentation Now On‑Demand","83","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/delaware-is-quietly-stealing-floridas-retirees-and-the-tax-math-explains-why/","Delaware Attracts Florida Retirees as Tax Advantages Prompt Relocation","147","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","LATER_PHASE_BACKLOG","MEDIUM","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/dolby-vision-tv-revenue-projected-at-27b-in-2025-over-67b-by-2032/","Dolby Vision TV Revenue Projected at $27B in 2025, Over $67B by 2032","81","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/dow-jones-futures-point-to-near-51700-as-wall-street-opens-monday/","Dow Jones Futures Point to Near 51,700 as Wall Street Opens Monday","60","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/dra-snaps-up-10acre-chennai-plot-for-rs-159-cr-eyes-rs-1200-cr-housing-venture/","DRA snaps up 10‑acre Chennai plot for Rs 159 cr, eyes Rs 1,200 cr housing venture","79","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/ecb-calls-on-online-and-mobile-merchants-to-join-digital-euro-pilot/","ECB Calls on Online and Mobile Merchants to Join Digital Euro Pilot","66","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/experts-press-fda-for-clear-safety-and-access-rules-on-psychedelic-drugs/","Experts Press FDA for Clear Safety and Access Rules on Psychedelic Drugs","81","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/fed-to-announce-fomc-rate-decision-at-2-pm-et-90-odds-of-25bp-hike/","Fed to Announce FOMC Rate Decision at 2 PM ET; 90% Odds of 25‑bp Hike","72","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/fortunex-spac-strikes-deal-with-tech-driven-wt-realty-platform/","FortuneX SPAC Strikes Deal with Tech-Driven WT Realty Platform","60","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","PRESERVE_LOW_PRIORITY","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/friendship-dynamics-some-adults-stay-shallow-after-being-the-goto-support/","Friendship dynamics: Some adults stay shallow after being the go‑to support","81","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/gasoline-set-to-lift-us-consumer-prices-in-august-as-wholesale-inflation-climbs/","Gasoline set to lift US consumer prices in August as wholesale inflation climbs","90","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/global-public-debt-hits-wwii-high-imf-warns-of-further-rise/","Global public debt hits WWII high, IMF warns of further rise","123","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","LATER_PHASE_BACKLOG","MEDIUM","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/green-modular-cloud-couch-hits-450-down-100-targeting-renters/","Green Modular Cloud Couch Hits $450, Down $100, Targeting Renters","66","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/how-much-were-the-top-7-most-expensive-home-sales-in-windsor-last-week/","Windsor sees $822,000 single‑family home lead list of seven priciest sales last week","99","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/ibio-reports-wider-fy-26-loss-as-ibio-600-phase-1-for-obesity-progresses/","iBio Posts Wider FY ’26 Net Loss as IBIO‑600 Obesity Phase 1 Advances","144","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","LATER_PHASE_BACKLOG","MEDIUM","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/inflation-outlook-and-real-rates-squeeze-indian-equities-raising-cost-concerns/","Inflation Outlook and Real Rates Squeeze Indian Equities, Raising Cost Concerns","38","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","PRESERVE_LOW_PRIORITY","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/jersey-city-council-to-hear-controversial-canal-crossing-tax-abatements-and-garden-la/","Jersey City Council to Hear Controversial Canal Crossing Tax Abatements and Garden Land Vote Wednesday","94","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/jetblue-offers-72-roundtrip-baltimoreorlando-fare-taxes-included/","jetBlue offers $72 round‑trip Baltimore‑Orlando fare, taxes included","65","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/juror-claims-feminist-agenda-drove-lindsay-clancy-verdict-in-massachusetts-trial/","Juror Claims Feminist Agenda Drove Lindsay Clancy Verdict in Massachusetts Trial","146","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","LATER_PHASE_BACKLOG","MEDIUM","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/market-technology-acquisition-corp-enables-separate-trading-of-shares-and-warrants-st/","Market Technology Acquisition Corp Enables Separate Trading of Shares and Warrants Starting Sept 17","63","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/microcap-stocks-surge-541-in-august-as-nifty-slips-124/","Microcap stocks surge 5.41% in August as Nifty slips 1.24%","104","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/moon-water-find-sparks-city-dreams-but-scientists-warn-of-scarcity/","Moon water find sparks city dreams, but scientists warn of scarcity","83","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/new-report-blames-fed-regulators-for-silicon-valley-bank-collapse-says-official/","New Report Blames Fed Regulators for Silicon Valley Bank Collapse, Says Official","100","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/orion180-insurance-prices-ipo-at-12-per-share-20-million-shares-offered/","Orion180 Insurance Prices IPO at $12 per Share, 20 Million Shares Offered","40","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","PRESERVE_LOW_PRIORITY","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/paul-tudor-jones-warns-investors-of-stock-outlook-through-2036-bofa-data-concurs/","Paul Tudor Jones warns investors of stock outlook through 2036, BofA data concurs","38","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","PRESERVE_LOW_PRIORITY","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/phillip-frost-spends-4-million-on-safe-pro-group-shares-draws-whalewatchalerts-notice/","Phillip Frost spends $4 million on Safe Pro Group shares, draws WhaleWatchAlerts notice","82","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/refurbished-hamilton-beach-17l-glass-kettle-sells-for-2999/","Refurbished Hamilton Beach 1.7L Glass Kettle Sells for $29.99","51","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","PRESERVE_LOW_PRIORITY","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/ripple-targets-13-trillion-corporate-treasury-market-for-stablecoin-expansion/","Ripple Targets $13 Trillion Corporate Treasury Market for Stablecoin Expansion","81","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/robbins-llp-alerts-investors-to-fuelcell-energy-class-action-for-junesept-2026-purcha/","Robbins LLP Alerts Investors to FuelCell Energy Class Action for June‑Sept 2026 Purchases","64","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/shufti-unveils-global-bank-account-verification-merging-ownership-and-identity-checks/","Shufti Unveils Global Bank Account Verification, Merging Ownership and Identity Checks","75","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/six-months-of-war-drive-fuel-uncertainty-in-ny/","Iran Conflict's Six-Month Oil Disruption Fuels Price Uncertainty Across New York","143","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/sizewell-a-sends-15000-t-of-concrete-to-sizewell-c-slashing-emissions-and-traffic/","Sizewell A sends 15,000 t of concrete to Sizewell C, slashing emissions and traffic","78","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/spinnova-signs-nonbinding-loi-to-acquire-portuguese-yarn-maker-tearfil-15-m-bridge-lo/","Spinnova signs non‑binding LOI to acquire Portuguese yarn maker Tearfil, €1.5 m bridge loan included","88","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/squarepoint-ops-llc-adds-14-million-position-in-ishares-midcap-etf-ijh/","Squarepoint Ops LLC Adds $1.4 Million Position in iShares Mid‑Cap ETF IJH","79","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/stripes-attempted-takeover-of-paypal-has-collapsedagain/","Stripe and Private‑Equity Partner Walk Away from $53 B PayPal Deal","122","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","PRESERVE_LOW_PRIORITY","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/uk-air-traffic-control-suffers-second-outage-this-month-sparking-airline-warnings/","UK air traffic control suffers second outage this month, sparking airline warnings","60","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/us-bond-selloff-pushes-borrowing-costs-higher-hits-consumers-and-firms-globally/","US bond selloff pushes borrowing costs higher, hits consumers and firms globally","71","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/us-stocks-climb-as-tech-leads-dow-up-058-sp-105-nasdaq-164/","US Stocks Climb as Tech Leads; Dow Up 0.58%, S&P +1.05%, Nasdaq +1.64%","94","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/us-treasury-yields-edge-below-494-as-oil-gains-3-bonds-recover-losses/","US Treasury Yields Edge Below 4.94% as Oil Gains $3, Bonds Recover Losses","146","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","LATER_PHASE_BACKLOG","MEDIUM","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/uttarakhand-cabinet-raises-mbbs-intern-stipend-to-25000-adds-243-athlete-posts/","Uttarakhand Cabinet Raises MBBS Intern Stipend to ₹25,000, Adds 243 Athlete Posts","72","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/business/vicor-secures-new-hampshire-sites-to-build-chip-fab-2-and-fab-3/","Vicor Secures New Hampshire Sites to Build ChiP Fab-2 and Fab-3","88","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","B — TARGETED ENRICHMENT CANDIDATE","SOURCE_VERIFICATION_THEN_ENRICH","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/4yearold-meet-trees-shatters-kamal-haasan-record-becomes-indias-youngest-national-awa/","4‑Year‑Old Meet Trees Shatters Kamal Haasan Record, Becomes India's Youngest National Award Winner","53","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/81yearold-modi-schoolmate-regains-land-after-meeting-prime-minister-bjp-mla-firm-with/","81‑Year‑Old Modi Schoolmate Regains Land After Meeting Prime Minister, BJP MLA Firm Withdraws Claim","89","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
"https://thesamachardaily.in/articles/india/actress-hina-khan-urges-eco-friendly-ganpati-idols-in-meeting-with-maharashtra-govern/","Actress Hina Khan Urges Eco-Friendly Ganpati Idols in Meeting with Maharashtra Governor","65","INDEXABLE (LIVE)","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","UNAVAILABLE","INSUFFICIENT_DATA","NONE","A — KEEP AS IS","MAINTAIN_SHORT_NEWS","HIGH","PHASE_6C_AUDIT / REPOSITORY_EVIDENCE"
